Sr No,Date,StartUp,Vertical,Subvertical,Location,Investors,Round,Amount
241,2018-06-14,homelane,Consumer Internet,Online Home Furnishing Solutions,Bengaluru,brand capital,Seed/ Angel Funding,29.52165
242,2018-06-14,network intelligence,Technology,Cybersecurity Specialist,Mumbai,helix investments,Private Equity,41.07359999999999
243,2018-06-18,tynor othontics,Healthcare,Prosthetics Manufacturers,Chandigarh,lighthouse funds thuasne participations,Private Equity,179.69699999999997
244,2018-06-18,elucidata,IT,Data Analytics (SaaS),Delhi & Cambridge,hyperplane venture capital and several angel investors,Seed/ Angel Funding,14.5469
245,2018-06-19,chrysalis,Ed-Tech,Education Services Provider,Pune,menterra venture artha initiatives,Seed/ Angel Funding,0.0
246,2018-06-19,rentsher,Consumer Internet,Online Rental Marketplace,Bengaluru,shorooq investments letsventure others,Seed/ Angel Funding,9.4127
247,2018-06-20,drip capital,Finance,Trade Finance Firm,Mumbai,accel partners sequoia india y combinator and others,Private Equity,128.355
248,2018-06-22,wickedride,Consumer Internet,Online Motorbike And Scooter Rental Platforms,Bengaluru,sequoia capital accel partners raghunandan gangappa,Private Equity,77.86869999999999
249,2018-06-25,policybazaar,Consumer Internet,Online Insurance Selling Platform,Gurugram,softbank vision fund info edge india ltd,Private Equity,1711.3999999999999
250,2018-06-25,hipbar,Consumer Internet,Digital Payment Platform For Beverage Delivery,Bengaluru,diageo india,Private Equity,34.228
251,2018-06-25,sqqrl,Finance,App-based investment platform,Gurugram,equanimity venture fund,Seed/ Angel Funding,8.557
252,2018-06-26,paytm,Technology,Digital Payment Platform,Noida,one 97 communications,Private Equity,76.58514999999998
253,2018-06-26,sigtuple,Healthcare,Data Driven Intelligence Solutions Platform,Bengaluru,accel partners idg venture endiya partners pi vh capital axilor and binny bansal,Private Equity,162.58299999999997
254,2018-06-27,wow express,Technology,E-commerce Logistics Platform,Mumbai,undisclosed existing investors as well as the tamarind family trust,Private Equity,38.506499999999996
255,2018-06-28,front desk ai,Technology,An AI Platform Offering Automated Customer Service Software,Bengaluru,speciale invest others,Seed/ Angel Funding,9.4127
256,2018-06-28,edureka,Ed-Tech,Online Education Platform,Bengaluru,leo capital,Seed/ Angel Funding,17.114
257,2018-06-29,numeroseven,Technology,An Artificial Intelligence-Based Recruitment Platform,Kolkatta,shiva gunapu others,Seed/ Angel Funding,0.0
258,2018-02-05,opentap,Finance,Online Lending Platform,Chennai,unknown high networth individuals,Seed / Angel Funding,3.85065
259,2018-02-05,bizongo,Consumer Internet,Aggregator For Packaging Material,Mumbai,b capital international finance corporation ifc accel partners and idg,Private Equity,188.25399999999996
260,2018-03-05,disprz,IT,SaaS,Chennai,ilfs private equity kae capital others,Seed / Angel Funding,21.3925
261,2018-07-05,paisadukan,Consumer Internet,P2P Lending Platform,Mumbai,disclosed,Seed / Angel Funding,1.925325
262,2018-09-05,i3sysytems,Technology,AI product company For Health and Life Insurane Companies,Mumbai,unitus behram vakil and jerxis vandrevala,Seed / Angel Funding,8.557
263,2018-11-05,earth food,Consumer Internet,Agri-tech,Pune,rairah corporation,Seed / Angel Funding,8.120593
264,2018-05-14,nykaa,Consumer Internet,Beauty e-tailer,Mumbai,sunil munjal harsh mariwala dalip pathak and others,Private Equity,205.36799999999997
265,2018-05-16,mfine,Healthcare,Doctor-Consultation App,Bengaluru,prime venture partners stellaris venture partners and mayur abhaya srisrimal,Private Equity,35.9394
266,2018-05-21,rocketium,Technology,Online Video Creation Platform,Bengaluru,blume,Seed/ Angel Funding,2.5670999999999995
267,2018-05-21,milkbasket,Technology,Micro-Delivery Grocery Startup,Gurugram,kalaari capital unilever and blume,Private Equity,59.899
268,2018-05-22,vola,Finance,Micro Lending Platform,Bengaluru,credika and unnamed angel investors,Seed/ Angel Funding,4.2785
269,2018-05-22,cashkumar,Consumer Internet,P2P Lending Platform,Bengaluru,letsventure,Seed/ Angel Funding,6.289394999999999
270,2018-05-23,edyoo,E-Commerce,Products For Shoolgoing Children,Bengaluru,rs shanbag,Seed/ Angel Funding,6.289394999999999
271,2018-05-23,aashiyaan,Finance,Housing Finance For Low-Income Families,Kolkata,insistor oikocredit,Seed/ Angel Funding,17.114
272,2018-05-24,smartivity,Ed-tech,Designer Of Toys and Learning Projects For Kids,Delhi,ashish kacholi s chand group,Seed/ Angel Funding,17.114
273,2018-05-24,bonphulapl,Clean-tech,Oxygen Optimiser Manufacturer,Delhi,atul gupta and saurabh rastogi,Seed/ Angel Funding,2.507201
274,2018-05-27,acko,Consumer Internet,Online Insurance Platform,Mumbai,amazon ashish dhawan catamaran nr narayana murthy,Seed/ Angel Funding,102.68399999999998
275,2018-05-28,hwell24,Healthcare,Home Healthcare Aggregator,Mumbai,prashant mehta mitali pawar nikhil g and bhavesh p r ranganathan oncotrust and medintel services,Seed/ Angel Funding,1.7114
276,2018-05-29,toffee,Consumer Internet,Online Insurance Platform,Gurugram,kalaari capital omidyar network and accion venture,Seed/ Angel Funding,12.835499999999998
277,2018-05-29,tonetag,Technology,Mobile Payments Technology Platform,Bengaluru,amazon and mastercard,Private Equity,68.456
278,2018-05-30,events high,Consumer Internet,Events and Activities Discovery Platform,Bengaluru,treebo,Private Equity,0.0
279,2018-05-30,stellaps,Technology,Iot Application Platform In Agriculture,Bengaluru,indusage partners bill melinda gates foundation qualcomm venture abb technology omnivore blume venture highway and beenext,Private Equity,119.798
280,2018-05-31,credright,Consumer Internet,Lending Platform For SMEs,Hyderabad,accion venture lab yournest venture capital and other angel investors,Seed/ Angel Funding,11.124099999999999
281,2018-02-04,fitternity,Consumer Internet,Online Fitness Discovey Platform,Mumbai,exfinity venture saha fund partners arihant patni of patni family office anjali bansal shardul amarchand mangaldas satish khanna and taparia family office,Private Equity,17.114
282,2018-02-04,synctag,Technology,Social Media Anlaytics Platform,Coimbatore,subhkam and mohit khadaria,Seed / Angel Funding,2.6321331999999997
283,2018-02-04,benepik,Technology,Enhanced Employee Engagement Platform,Gurugram,vishal bali yogesh misra thomas assessments and others,Seed / Angel Funding,0.0
284,2018-02-04,finzy,Consumer Internet,Online Loan Matchmaking Platform,Bengaluru,disclosed,Seed / Angel Funding,11.124099999999999
285,2018-04-04,varthana,Finance,Loans and Services To Affordable Private Schools in India,Bengaluru,chryscapital existing investors elevar equity lgt impact omidyar network and kaizen private equity also participated in the round,Private Equity,470.635
286,2018-05-04,indigolearn,Ed-Tech,Online Education Platform,Hyderabad,maheshwar peri founder and chairman of career information portal careers360 and jamshed jeejeebhoy director at byramjee jeejeebhoy were among the angels,Seed / Angel Funding,1.2835499999999997
287,2018-05-04,vedantu,Ed-Tech,Interactive Online Tutoring Platform,Bangalore,accel partners tiger global and others,Private Equity,85.57
288,2018-09-04,kaleidofin,Fiinance,Digital Financial Services Platform,Chennai,omidyar network blume and professor shlomo benhaim,Seed / Angel Funding,23.9596
289,2018-09-04,pipabella,Consumer Internet,Fashion Accessories Etailer,Mumbai,fireside,Seed / Angel Funding,8.557
290,2018-09-04,elemential,Technology,Blockchain Platform,Mumbai,matrix partner amrish rau investopad digital currency group hinduja group lightspeed india eight innovate amit ranjan prashant malik and others,Seed / Angel Funding,0.0
291,2018-09-04,kriger campus,Ed-Tech,Mobile-Based Education Network,Delhi,disclosed,Seed / Angel Funding,0.39481997999999996
292,2018-10-04,loanzen,Finance,Digital Lending Platform In Logistics,Bengaluru,kae capital management,Seed / Angel Funding,0.0
293,2018-10-04,traveltriangle,Consumer Internet,Online Travel Marketplace,Gurugram,fundamentum saif partners bessemer venture partners rb investments others,Private Equity,102.68399999999998
294,2018-12-04,letsmd,Healthcare,Platform To Discover Healthcare Financing Options,Delhi,sri capital waterbridge and thinkuvate,Seed / Angel Funding,8.557
295,2018-12-04,ayefinance,Finance,Online Lending Platform,Gurugram,blueorchard finance ltd hinduja leyland finance and intellegrow,Debt Funding,39.362199999999994
296,2018-04-13,mintifi,Finance,Online Lending Platform,Mumbai,lok capital,Seed / Angel Funding,17.114
297,2018-04-16,icanstay,Consumer Internet,Online Platform For Luxury Hotel Stay For Business Travelers,Delhi,mr manoj prasad,Seed / Angel Funding,4.2785
298,2018-04-16,pregbuddy,Healthcare,Connected Care App For Pregnant Women,Bengaluru,rajan anandan madhusudhan kannan jayant kadambi puneet gupta and pradeep k jaisingh,Seed / Angel Funding,0.0
299,2018-04-18,coverfox,Consumer Internet,Online Insurance Aggregator,Mumbai,international finance corporation transamerica and others,Private Equity,188.25399999999996
300,2018-04-19,lenskart,Consumer Internet,Online Eyewear Retailer,Faridabad,tr capital,Private Equity,0.0
301,2018-04-19,mamaearth,Healthcare,Online Baby care Products,Gurugram,shilpa shetty kundra,Private Equity,0.0
302,2018-04-19,fyle,Technology,AI Based Expense Management Platform,Bengaluru,pravega and beenext,Seed / Angel Funding,9.4127
303,2018-04-19,true balance,Technology,Mobile Balance Checking App,Gurugram,line corporation line corp naver shinhan bank and ts investment,Private Equity,196.81099999999998
304,2018-04-22,visit,Healthcare,AI Driven Health tech Platform,Delhi,biz stone kunal bahl rohit bansal alagu periyannan and karthee madasamy,Private Equity,0.0
305,2018-04-22,doxper,Healthcare,Digitized Health-Tech Solutions For Practitioners,Mumbai,vidal healthcare,Seed / Angel Funding,16.2583
306,2018-04-22,nykaa,Consumer Internet,Beauty e-tailer,Mumbai,sunil munjal harsh mariwala dalip pathak and others,Private Equity,94.12699999999998
307,2018-04-23,mihuru,Finance,Online Platform Providing Micro Loans For Air Travel,Mumbai,disclosed,Seed / Angel Funding,1.2835499999999997
308,2018-04-23,capital float,Finance,Online Lending Platform,Bengaluru,amazon,Private Equity,188.25399999999996
309,2018-04-25,trip shelf,Consumer Internet,Online Travel Marketplace,Delhi,gems advisory alok mittal and sachin bhatia,Seed / Angel Funding,2.105022
310,2018-04-26,popxo,Technology,Women Focussed Digital Media Platform,Delhi,neoplux oppo idg india kalaari capital gree and summit media,Private Equity,47.06349999999999
311,2018-04-26,railyatri,Consumer Internet,Online Travel Ticketing Platform,Noida,omidyar network nandan nilekani blume helion venture partners,Private Equity,0.0
312,2018-04-27,1mg,Consumer Internet,Online Pharmacy Store,Gurugram,sequoia capital maverick capital ltd and hbm healthcare investments ltd,Private Equity,85.57
313,2018-04-29,rubique,Consumer Internet,Online Lending MarketPlace,Mumbai,emery capital blacksoil and kalaari capital,Private Equity,0.0
314,2018-04-30,samco,Consumer Internet,Online Stock Broker,Mumbai,bay capital investments and others,Private Equity,64.1775
315,2018-04-30,myloancare,Finance,B2C Online Loans Marketplace,Gurgaon,sar group,Seed / Angel Funding,8.368746
316,2018-01-03,pharmeasy,Consumer Internet,Online Pharmacy Store,Mumbai,bessemer venture partners and orios venture partners jm financials and memg,Private Equity,0.0
317,2018-01-03,buddy4studdy,Consumer Internet,Online Scholarship Portal,Noida,cba capital and others,Private Equity,25.670999999999996
318,2018-01-03,urban ladder,E-Commerce,Online Furniture Store,Bengaluru,sequoia capital saif partners and kalaari capital,Private Equity,102.68399999999998
319,2018-03-03,kuvera,Consumer Internet,Online Financial Planning,Bengaluru,baskar subramanian saket kumar gaurav suri and ankit kesarwani,Seed / Angel Funding,2.13925
320,2018-04-03,gramophone,Technology,Agri-tech,Indore,infoedge,Seed/Angel Funding,8.557
321,2018-05-03,wellthy,Healthcare,Therapeutics,Mumbai,ranjan pai apoorva patni beenext venturesgrowx,Private Equity,17.9697
322,2018-05-03,medgenome,Healthcare,"Genetic Screening, DNA Diagnostics Labs & Research Centers",Bengaluru,hdfc life hdfc asset management,Private Equity,85.57
323,2018-05-03,finova capital,Consumer Internet,Online Lending,Jaipur,sequoia capital,Private Equity,51.34199999999999
324,2018-05-03,hotelogix,Technology,Cloud based Online Hotel Management Software,Noida,vertex accel partners and saama capital,Private Equity,42.785
325,2018-04-03,livehealth,Consumer Internet,Health Service Aggregator Platform,Pune,nexus venture partners,Seed / Angel Funding,9.4127
326,2018-06-03,ad2pro,Technology,"Creative Design, Brand, Media and Technology Platform Solutions",Chennai,avendus finance,Debt Funding,83.00289999999998
327,2018-06-03,coverfox,Consumer Internet,Online Insurance Aggregator,Mumbai,aegon nv,Private Equity,65.0332
328,2018-08-03,pepperfry,Consumer Internet,Online Furniture Shopping Store,Mumbai,state street global advisors,Private Equity,328.58879999999994
329,2018-08-03,magicpin,Consumer Internet,Hyperlocal Discovery,Gurugram,trifecta capital,Debt Funding,8.557
330,2018-12-03,healthcare,Consumer Internet,Healthcare Aggregator,Mumbai,hr fund,Seed / Angel Funding,8.557
331,2018-03-13,pinelabs,Technology,Digital Payment Platform,Mumbai,actis altimeter capital,Private Equity,701.6739999999999
332,2018-03-14,stumagz,Consumer Internet,Online Communication and Collaboration Platform For Educational Institutions,Hyderabad,venkat subramanian sudhakar pennam and other investors from silicon valley,Seed / Angel Funding,0.0
333,2018-03-14,availfinance,Consumer Internet,Online Lending Platform,Bengaluru,matrix partners bhavish aggarwal ankit bhati binny bansal kunal shah and manish patel,Private Equity,147.1804
334,2018-03-15,grofers,Consumer Internet,Online Grocery Shop,Gurugram,softbank tiger global and apoletto managers,Private Equity,530.534
335,2018-03-19,fingerlix,Consumer Internet,Ready To cook Food Solution,Mumbai,alteria capital,Debt Funding,11.20967
336,2018-03-19,karma healthcare,Healthcare,Technology enabled equitable healthcare for India,Udaipur,1crowd ankur capital,Seed / Angel Funding,4.2785
337,2018-03-19,zappfresh,Food & Beverages,Online Raw Meat E-tailer,Gurugram,amit burman sidbi venture capital,Seed / Angel Funding,25.670999999999996
338,2018-03-19,customersucessbox,Technology,Customer Success Software for B2B SaaS,Gurugram,pi axilor,Seed / Angel Funding,8.557
340,2018-03-21,gigindia,Consumer Internet,Micro Jobs Provider For Students,Pune,jessica wong hiro mashita xue manzi and yiyun zhang,Seed / Angel Funding,0.0
341,2018-03-22,chargebee,Technology,Subscription Billing & Recurring Payments Software,Chennai,insight venture partners accel partners and tiger global management,Private Equity,154.02599999999998
342,2018-03-22,i2i funding,Consumer Internet,Online loan platform,Noida,sucseed venture partners,Seed / Angel Funding,6.571775999999999
343,2018-03-22,slang,Technology,Voice-based assistant platform,Bengaluru,endiya partners,Seed / Angel Funding,10.610679999999999
344,2018-03-22,urbanpiper,Technology,Online ordering solution for restaurants and food chains,Bengaluru,kumar vembu axilor,Seed / Angel Funding,0.0
345,2018-03-26,cash suvidha,Consumer Internet,Online loan platform,Delhi,initia holdingsvipin agarwal and others,Seed / Angel Funding,8.557
346,2018-03-28,roadcast,Technology,Fleet management and asset monitoring platform,Delhi,disclosed,Private Equity,2.13925
